text,label,source
"A close friend first said he accepted an agreement, but later á used that agreement as a reason for attacking me.",anger,isear
When realizing that my girlfriend and myself in fact had started á the process of breaking up.,sadness,isear
"Political and military trnsgressions around the world, generally á speaking. This cannot be described through this questionaire.",disgust,isear
Was accused of having hidden intentions in a situation when I á believed I was acting honestly and fairly.,shame,isear
"When my aunt took her own life, I felt guity for not á understanding that she needed support.",guilt,isear
"Receiving a postcard form my sweetheart who was abroad on á vacation, not being at all sure if he would write me or not.",joy,isear
Doesn't apply.,fear,isear
"When I tried to breake it up with my boyfriend, and he refused to á let me go.",anger,isear
Having to go back home form the U.S. after having been there for á ten weeks to visit my brother and his family.,sadness,isear
Doesn't apply.,disgust,isear
Doesn't apply.,shame,isear
Finding my glasses again after having lost them in town.,joy,isear
Falling off a cliff in the mountains.,fear,isear
Having a fight with a class mate.,anger,isear
When the gear broke on my car.,sadness,isear
Can't remember having had this feeling.,disgust,isear
Can't remember that feeling.,shame,isear
I forgot to lock the outside door at my Land Lady's place.,guilt,isear
I got a job right after school was over.,joy,isear
Going home alone through the forest after a girl guide (scout ?) á meeting.,fear,isear
I get angry when people disbelieve me or misunderstand me.,anger,isear
At the death of a close relative.,sadness,isear
"Having been unjustly punished, I feel disgust towards the person á responsible.",disgust,isear
Being caught in changing the truth (lying).,shame,isear
"Doing something wrong at home, and then letting my (normally) á more rampant brother take the blame.",guilt,isear
Having passed the exam required to be an authorized Radio/TV á dealer.,joy,isear
"Climbing a mountain where the rocks were very loose. When we á realized the danger, we were very high up, but still had a long á climb ahead.",fear,isear
"Being a spokesman for the union, I got into a quarrel with a á colleague who had been acting disloyally over a sustained period á of time.",anger,isear
"When my grandfather died, with whom I had a very close á relationship.",sadness,isear
"Reading about executions and massacres which happened during á World War II, I felt disgust towards those who did it.",disgust,isear
"I woke up at the house of someone I knew, not remembering very á much about what had been said or done during the party on the á previous night.",shame,isear
"Borrowing a car, and then having a minor accident (breaking a á headlight).",guilt,isear
Succeeding in helping others.,joy,isear
"When I realized that we are living on borrowed time, and that the á nuclear holocaust appears to come closer every day.",fear,isear
"When others let me down, fail to keep agreements.",anger,isear
Death in the close family.,sadness,isear
When people manipulate others through appearing better than what á they really are.,disgust,isear
Participating in a theft several years ago.,shame,isear
"Feeling helpless, not being able to accomplish what I really á wanted to do.",guilt,isear
I received the message that I'd been accepted at the school where I á really wanted to go.,joy,isear
I came home and discovered that someone had broken in. Then I á realized that they probably were still there.,fear,isear
I was accused of having drunk a bottle of liquor and then á refilling with water.,anger,isear
"Got a package from my parents, without even a small note á enclosed.",sadness,isear
"Quarreling with my father, when he made false assertions.",disgust,isear
Telling friends about how my parents had been treating my á brothers and sisters unfairly.,shame,isear
"I've always defended my sister when needed, at the expense of my á brother. This has led to feelings of guilt towards him.",guilt,isear
Winning the local soccer championships this year was a great joy.,joy,isear
